college,branch,category,cutoff_percentile,category_name
Modern College of Engineering Pune,Information Technology,GOPENS,88.188033,General Open
Modern College of Engineering Pune,Information Technology,GSCS,47.0502678,General SC
Modern College of Engineering Pune,Information Technology,GSTS,88.4967904,General ST
Modern College of Engineering Pune,Information Technology,GOBCS,94.6277162,General OBC
Modern College of Engineering Pune,Information Technology,GSEBCS,94.816106,General SEBC
Modern College of Engineering Pune,Information Technology,LOPENS,87.9272878,Ladies Open
Modern College of Engineering Pune,Electrical Engineering,GOPENS,78.6137148,General Open
Modern College of Engineering Pune,Electrical Engineering,GSCS,78.4242636,General SC
Modern College of Engineering Pune,Electrical Engineering,GOBCS,85.9124978,General OBC
Modern College of Engineering Pune,Electrical Engineering,GSEBCS,87.6322867,General SEBC
Modern College of Engineering Pune,Electrical Engineering,LOPENS,73.6159498,Ladies Open
Modern College of Engineering Pune,Electrical Engineering,TFWS,56.6213771,Tuition Fee Waiver
Modern College of Engineering Pune,Electronics and Telecommunication Engg,GOPENS,85.6421968,General Open
Modern College of Engineering Pune,Electronics and Telecommunication Engg,GSCS,3.0685728,General SC
Modern College of Engineering Pune,Electronics and Telecommunication Engg,GSTS,85.6421968,General ST
Modern College of Engineering Pune,Electronics and Telecommunication Engg,GOBCS,92.9187706,General OBC
Modern College of Engineering Pune,Electronics and Telecommunication Engg,GSEBCS,93.4220965,General SEBC
Modern College of Engineering Pune,Electronics and Telecommunication Engg,LOPENS,85.1002266,Ladies Open
Modern College of Engineering Pune,Electronics and Telecommunication Engg,TFWS,86.9194446,Tuition Fee Waiver
Modern College of Engineering Pune,Mechanical Engineering,GOPENS,73.5570613,General Open
Modern College of Engineering Pune,Mechanical Engineering,GSCS,73.6328536,General SC
Modern College of Engineering Pune,Mechanical Engineering,GOBCS,84.4950314,General OBC
Modern College of Engineering Pune,Mechanical Engineering,GSEBCS,84.4950314,General SEBC
Modern College of Engineering Pune,Mechanical Engineering,LOPENS,62.8632493,Ladies Open
Modern College of Engineering Pune,Mechanical Engineering,TFWS,60.634478,Tuition Fee Waiver
Modern College of Engineering Pune,Electronics and Computer Engineering,GOPENS,86.9194446,General Open
Modern College of Engineering Pune,Electronics and Computer Engineering,GSCS,17.7120141,General SC
Modern College of Engineering Pune,Electronics and Computer Engineering,GSTS,87.6831328,General ST
Modern College of Engineering Pune,Electronics and Computer Engineering,GOBCS,93.4773416,General OBC
Modern College of Engineering Pune,Electronics and Computer Engineering,GSEBCS,94.1618476,General SEBC
Modern College of Engineering Pune,Electronics and Computer Engineering,LOPENS,85.6421968,Ladies Open
Modern College of Engineering Pune,Electronics and Computer Engineering,TFWS,87.3285356,Tuition Fee Waiver
Modern College of Engineering Pune,Artificial Intelligence and Machine Learning,GOPENS,89.2894353,General Open
Modern College of Engineering Pune,Artificial Intelligence and Machine Learning,GSCS,60.8775137,General SC
Modern College of Engineering Pune,Artificial Intelligence and Machine Learning,GSTS,93.5907336,General ST
Modern College of Engineering Pune,Artificial Intelligence and Machine Learning,GOBCS,94.1814562,General OBC
Modern College of Engineering Pune,Artificial Intelligence and Machine Learning,GSEBCS,94.7159159,General SEBC
Modern College of Engineering Pune,Artificial Intelligence and Machine Learning,LOPENS,86.7181467,Ladies Open
Modern College of Engineering Pune,Artificial Intelligence and Machine Learning,TFWS,88.9550679,Tuition Fee Waiver
Modern College of Engineering Pune,Artificial Intelligence and Data Science,GOPENS,87.9466479,General Open
Modern College of Engineering Pune,Artificial Intelligence and Data Science,GSCS,37.1950556,General SC
Modern College of Engineering Pune,Artificial Intelligence and Data Science,GSTS,92.52184,General ST
Modern College of Engineering Pune,Artificial Intelligence and Data Science,GOBCS,94.3106153,General OBC
Modern College of Engineering Pune,Artificial Intelligence and Data Science,GSEBCS,94.6981971,General SEBC
Modern College of Engineering Pune,Artificial Intelligence and Data Science,LOPENS,85.9646097,Ladies Open
Modern College of Engineering Pune,Artificial Intelligence and Data Science,PWDOPENS,89.1962092,PWD Open
Modern College of Engineering Pune,Artificial Intelligence and Data Science,TFWS,88.727183,Tuition Fee Waiver
